/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl1b_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl1b_2.fq.gz	ID:HJF23.4	PL:illumina	PU:HJF23DSXX.4	SM:SusCtl1b	LB:SusCtl1b
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl1c_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl1c_2.fq.gz	ID:HJF23.4	PL:illumina	PU:HJF23DSXX.4	SM:SusCtl1c	LB:SusCtl1c
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl2a_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl2a_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusCtl2a	LB:SusCtl2a
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl2b_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl2b_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusCtl2b	LB:SusCtl2b
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl2c_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl2c_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusCtl2c	LB:SusCtl2c
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl3a_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl3a_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusCtl3a	LB:SusCtl3a
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl3b_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl3b_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusCtl3b	LB:SusCtl3b
/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl3c_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusCtl3c_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusCtl3c	LB:SusCtl3c
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf1a_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf1a_2.fq.gz	ID:HJF23.4	PL:illumina	PU:HJF23DSXX.4	SM:SusInf1a	LB:SusInf1a
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf1b_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf1b_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf1b	LB:SusInf1b
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf1c_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf1c_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf1c	LB:SusInf1c
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf2a_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf2a_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf2a	LB:SusInf2a
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf2b_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf2b_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf2b	LB:SusInf2b
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf2c_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf2c_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf2c	LB:SusInf2c
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf3a_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf3a_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf3a	LB:SusInf3a
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf3b_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf3b_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf3b	LB:SusInf3b
/home/BIOTECH/zamanian/data/beernsten/sub/SusInf3c_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusInf3c_2.fq.gz	ID:HJCY3.1	PL:illumina	PU:HJCY3DSXX.1	SM:SusInf3c	LB:SusInf3c
/home/BIOTECH/zamanian/data/beernsten/sub/SusNaive_1.fq.gz	/home/BIOTECH/zamanian/data/beernsten/sub/SusNaive_2.fq.gz	ID:HJF23.4	PL:illumina	PU:HJF23DSXX.4	SM:SusNaive	LB:SusNaive
